2025-05-19 19:27:51.855 [info] Experiment 'pythonRecommendTensorboardExt' is active
2025-05-19 19:27:51.855 [info] Experiment 'pythonTerminalEnvVarActivation' is active
2025-05-19 19:27:51.855 [warning] Dir "/home/eduardo/escoladanuvem/.pixi/envs" is not watchable (directory does not exist)
2025-05-19 20:56:05.335 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:08.577 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:11.200 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:13.260 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:17.793 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:20.880 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:22.498 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:28.043 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:30.371 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:36.325 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:56:39.681 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:57:17.239 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:57:50.366 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:57:55.450 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:57:59.455 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:03.127 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:08.577 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:15.660 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:17.294 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:20.977 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:24.327 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:26.239 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:28.243 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:40.511 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:43.266 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:58:53.554 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:59:17.941 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:59:24.529 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:59:36.333 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:59:45.035 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:59:56.119 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:59:57.875 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 20:59:59.766 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:03.903 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:06.050 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:09.485 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:12.201 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:13.570 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:17.331 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:22.090 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:25.335 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:35.527 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:38.223 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:48.063 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:50.150 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:00:59.565 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:01.658 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:04.692 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:09.456 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:11.708 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:14.283 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:18.794 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:21.721 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:25.372 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:28.354 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:01:56.760 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:02:00.574 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:02:01.793 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:02:10.596 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:02:11.742 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:02:16.249 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:06.752 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:10.286 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:12.091 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:18.852 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:21.584 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:24.860 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:26.522 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:31.627 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:32.739 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:36.333 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:38.915 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:41.037 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:44.663 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:03:58.698 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:04:07.217 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:04:09.681 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:04:12.691 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:04:34.517 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:04:37.291 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:04:38.931 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:04:42.806 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:05:18.424 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:05:20.916 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:05:41.857 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:05:45.084 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:05:51.743 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:05:53.057 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:05:56.408 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:32.672 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:36.783 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:39.347 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:40.757 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:43.775 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:48.886 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:52.400 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:53.483 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:55.144 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:57.304 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:07:58.624 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:01.005 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:11.805 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:17.524 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:31.637 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:33.033 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:39.394 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:46.408 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:53.752 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:08:55.907 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:09:03.139 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:09:21.587 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:09:39.903 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:09:41.959 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:09:50.972 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:09:55.677 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:03.347 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:07.742 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:14.472 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:17.894 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:21.480 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:25.641 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:42.932 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:56.647 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:10:58.645 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:11:00.851 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:11:06.458 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:11:10.700 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:11:13.063 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:11:14.409 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:11:17.627 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:11:21.617 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:11:28.460 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:12:19.786 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:12:22.683 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:12:55.690 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:14:37.945 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exercicios/calcula_diferenca.py
2025-05-19 21:19:18.049 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:19:24.139 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:19:26.264 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:19:29.780 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:19:34.272 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:19:36.321 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:19:37.676 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:19:41.240 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:10.480 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:14.187 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:16.893 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:19.226 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:21.181 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:22.840 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:25.155 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:34.011 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:36.877 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:39.893 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:42.105 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:43.874 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:46.976 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:20:56.437 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:00.826 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:02.947 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:05.761 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:10.682 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:13.500 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:18.764 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:20.087 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:25.577 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:29.041 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:30.608 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:21:34.348 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:22:30.134 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:22:42.561 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:22:43.870 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:22:46.979 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:22:50.066 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:22:54.089 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:22:55.867 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:22:59.255 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:03.854 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:05.228 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:12.490 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:15.033 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:18.153 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:19.645 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:21.090 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:29.366 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:33.035 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:37.488 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:46.103 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:48.440 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:23:56.940 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:32.084 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:35.496 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:38.026 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:42.986 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
2025-05-19 21:25:46.134 [info] Discover tests for workspace name: escoladanuvem - uri: /home/eduardo/escoladanuvem/exemplos/exemplo.py
